"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2000-05","May-2000","IDX","Index","0","Units",,,99.9975,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2000-06","Jun-2000","IDX","Index","0","Units",,,99.79238,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2000-07","Jul-2000","IDX","Index","0","Units",,,99.65069,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2000-08","Aug-2000","IDX","Index","0","Units",,,99.45033,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2000-09","Sep-2000","IDX","Index","0","Units",,,99.26825,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2000-10","Oct-2000","IDX","Index","0","Units",,,99.03741,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2000-11","Nov-2000","IDX","Index","0","Units",,,98.687,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2000-12","Dec-2000","IDX","Index","0","Units",,,98.16429,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-01","Jan-2001","IDX","Index","0","Units",,,97.74328,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-02","Feb-2001","IDX","Index","0","Units",,,97.58585,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-03","Mar-2001","IDX","Index","0","Units",,,97.64039,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-04","Apr-2001","IDX","Index","0","Units",,,97.73636,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-05","May-2001","IDX","Index","0","Units",,,97.84341,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-06","Jun-2001","IDX","Index","0","Units",,,98.07985,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-07","Jul-2001","IDX","Index","0","Units",,,98.35477,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-08","Aug-2001","IDX","Index","0","Units",,,98.54964,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-09","Sep-2001","IDX","Index","0","Units",,,98.41065,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-10","Oct-2001","IDX","Index","0","Units",,,98.1062,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-11","Nov-2001","IDX","Index","0","Units",,,98.24054,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2001-12","Dec-2001","IDX","Index","0","Units",,,98.65331,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-01","Jan-2002","IDX","Index","0","Units",,,99.22575,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-02","Feb-2002","IDX","Index","0","Units",,,99.8233,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-03","Mar-2002","IDX","Index","0","Units",,,100.2247,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-04","Apr-2002","IDX","Index","0","Units",,,100.3814,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-05","May-2002","IDX","Index","0","Units",,,100.3926,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-06","Jun-2002","IDX","Index","0","Units",,,100.2228,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-07","Jul-2002","IDX","Index","0","Units",,,99.85786,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-08","Aug-2002","IDX","Index","0","Units",,,99.60048,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-09","Sep-2002","IDX","Index","0","Units",,,99.47342,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-10","Oct-2002","IDX","Index","0","Units",,,99.41429,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-11","Nov-2002","IDX","Index","0","Units",,,99.48624,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2002-12","Dec-2002","IDX","Index","0","Units",,,99.66527,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-01","Jan-2003","IDX","Index","0","Units",,,99.6012,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-02","Feb-2003","IDX","Index","0","Units",,,99.25371,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-03","Mar-2003","IDX","Index","0","Units",,,98.89368,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-04","Apr-2003","IDX","Index","0","Units",,,98.84464,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-05","May-2003","IDX","Index","0","Units",,,99.11114,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-06","Jun-2003","IDX","Index","0","Units",,,99.44882,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-07","Jul-2003","IDX","Index","0","Units",,,99.82938,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-08","Aug-2003","IDX","Index","0","Units",,,100.2074,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-09","Sep-2003","IDX","Index","0","Units",,,100.5159,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-10","Oct-2003","IDX","Index","0","Units",,,100.9576,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-11","Nov-2003","IDX","Index","0","Units",,,101.4659,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2003-12","Dec-2003","IDX","Index","0","Units",,,101.8486,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-01","Jan-2004","IDX","Index","0","Units",,,101.9906,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-02","Feb-2004","IDX","Index","0","Units",,,101.9933,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-03","Mar-2004","IDX","Index","0","Units",,,101.9908,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-04","Apr-2004","IDX","Index","0","Units",,,102.0012,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-05","May-2004","IDX","Index","0","Units",,,101.9498,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-06","Jun-2004","IDX","Index","0","Units",,,101.805,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-07","Jul-2004","IDX","Index","0","Units",,,101.609,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-08","Aug-2004","IDX","Index","0","Units",,,101.3297,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-09","Sep-2004","IDX","Index","0","Units",,,101.0568,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-10","Oct-2004","IDX","Index","0","Units",,,100.8844,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-11","Nov-2004","IDX","Index","0","Units",,,100.8487,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2004-12","Dec-2004","IDX","Index","0","Units",,,100.8501,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-01","Jan-2005","IDX","Index","0","Units",,,100.7096,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-02","Feb-2005","IDX","Index","0","Units",,,100.523,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-03","Mar-2005","IDX","Index","0","Units",,,100.3205,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-04","Apr-2005","IDX","Index","0","Units",,,100.1069,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-05","May-2005","IDX","Index","0","Units",,,100.0013,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-06","Jun-2005","IDX","Index","0","Units",,,100.1375,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-07","Jul-2005","IDX","Index","0","Units",,,100.3515,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-08","Aug-2005","IDX","Index","0","Units",,,100.505,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-09","Sep-2005","IDX","Index","0","Units",,,100.7732,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-10","Oct-2005","IDX","Index","0","Units",,,100.8848,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-11","Nov-2005","IDX","Index","0","Units",,,100.7948,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2005-12","Dec-2005","IDX","Index","0","Units",,,100.5935,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-01","Jan-2006","IDX","Index","0","Units",,,100.4295,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-02","Feb-2006","IDX","Index","0","Units",,,100.3556,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-03","Mar-2006","IDX","Index","0","Units",,,100.3256,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-04","Apr-2006","IDX","Index","0","Units",,,100.3098,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-05","May-2006","IDX","Index","0","Units",,,100.1789,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-06","Jun-2006","IDX","Index","0","Units",,,100.0544,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-07","Jul-2006","IDX","Index","0","Units",,,99.99994,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-08","Aug-2006","IDX","Index","0","Units",,,99.91658,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-09","Sep-2006","IDX","Index","0","Units",,,99.74319,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-10","Oct-2006","IDX","Index","0","Units",,,99.56082,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-11","Nov-2006","IDX","Index","0","Units",,,99.43166,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2006-12","Dec-2006","IDX","Index","0","Units",,,99.41421,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-01","Jan-2007","IDX","Index","0","Units",,,99.39979,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-02","Feb-2007","IDX","Index","0","Units",,,99.50626,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-03","Mar-2007","IDX","Index","0","Units",,,99.63258,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-04","Apr-2007","IDX","Index","0","Units",,,99.81216,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-05","May-2007","IDX","Index","0","Units",,,99.9194,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-06","Jun-2007","IDX","Index","0","Units",,,99.9289,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-07","Jul-2007","IDX","Index","0","Units",,,99.80836,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-08","Aug-2007","IDX","Index","0","Units",,,99.63439,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-09","Sep-2007","IDX","Index","0","Units",,,99.48321,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-10","Oct-2007","IDX","Index","0","Units",,,99.37464,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-11","Nov-2007","IDX","Index","0","Units",,,99.27703,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2007-12","Dec-2007","IDX","Index","0","Units",,,99.1949,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-01","Jan-2008","IDX","Index","0","Units",,,99.18291,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-02","Feb-2008","IDX","Index","0","Units",,,99.09366,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-03","Mar-2008","IDX","Index","0","Units",,,99.0703,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-04","Apr-2008","IDX","Index","0","Units",,,99.13426,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-05","May-2008","IDX","Index","0","Units",,,99.27122,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-06","Jun-2008","IDX","Index","0","Units",,,99.36723,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-07","Jul-2008","IDX","Index","0","Units",,,99.28069,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-08","Aug-2008","IDX","Index","0","Units",,,98.87176,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-09","Sep-2008","IDX","Index","0","Units",,,98.04715,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-10","Oct-2008","IDX","Index","0","Units",,,97.14811,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-11","Nov-2008","IDX","Index","0","Units",,,96.43736,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2008-12","Dec-2008","IDX","Index","0","Units",,,96.03669,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-01","Jan-2009","IDX","Index","0","Units",,,96.07338,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-02","Feb-2009","IDX","Index","0","Units",,,96.28664,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-03","Mar-2009","IDX","Index","0","Units",,,96.65971,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-04","Apr-2009","IDX","Index","0","Units",,,97.22758,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-05","May-2009","IDX","Index","0","Units",,,97.85014,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-06","Jun-2009","IDX","Index","0","Units",,,98.4804,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-07","Jul-2009","IDX","Index","0","Units",,,99.12718,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-08","Aug-2009","IDX","Index","0","Units",,,99.66376,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-09","Sep-2009","IDX","Index","0","Units",,,99.97529,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-10","Oct-2009","IDX","Index","0","Units",,,100.1956,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-11","Nov-2009","IDX","Index","0","Units",,,100.3122,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2009-12","Dec-2009","IDX","Index","0","Units",,,100.5309,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-01","Jan-2010","IDX","Index","0","Units",,,100.8458,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-02","Feb-2010","IDX","Index","0","Units",,,101.0715,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-03","Mar-2010","IDX","Index","0","Units",,,101.2598,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-04","Apr-2010","IDX","Index","0","Units",,,101.2022,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-05","May-2010","IDX","Index","0","Units",,,100.9312,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-06","Jun-2010","IDX","Index","0","Units",,,100.611,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-07","Jul-2010","IDX","Index","0","Units",,,100.4318,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-08","Aug-2010","IDX","Index","0","Units",,,100.4081,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-09","Sep-2010","IDX","Index","0","Units",,,100.5155,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-10","Oct-2010","IDX","Index","0","Units",,,100.7356,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-11","Nov-2010","IDX","Index","0","Units",,,100.9695,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2010-12","Dec-2010","IDX","Index","0","Units",,,101.152,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-01","Jan-2011","IDX","Index","0","Units",,,101.2895,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-02","Feb-2011","IDX","Index","0","Units",,,101.3405,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-03","Mar-2011","IDX","Index","0","Units",,,101.2446,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-04","Apr-2011","IDX","Index","0","Units",,,100.9976,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-05","May-2011","IDX","Index","0","Units",,,100.6006,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-06","Jun-2011","IDX","Index","0","Units",,,100.3491,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-07","Jul-2011","IDX","Index","0","Units",,,100.0803,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-08","Aug-2011","IDX","Index","0","Units",,,99.90531,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-09","Sep-2011","IDX","Index","0","Units",,,99.78825,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-10","Oct-2011","IDX","Index","0","Units",,,99.70042,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-11","Nov-2011","IDX","Index","0","Units",,,99.71638,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2011-12","Dec-2011","IDX","Index","0","Units",,,99.83009,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-01","Jan-2012","IDX","Index","0","Units",,,99.95988,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-02","Feb-2012","IDX","Index","0","Units",,,100.0646,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-03","Mar-2012","IDX","Index","0","Units",,,100.1183,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-04","Apr-2012","IDX","Index","0","Units",,,100.0893,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-05","May-2012","IDX","Index","0","Units",,,99.90734,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-06","Jun-2012","IDX","Index","0","Units",,,99.63864,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-07","Jul-2012","IDX","Index","0","Units",,,99.48003,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-08","Aug-2012","IDX","Index","0","Units",,,99.46317,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-09","Sep-2012","IDX","Index","0","Units",,,99.46693,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-10","Oct-2012","IDX","Index","0","Units",,,99.38052,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-11","Nov-2012","IDX","Index","0","Units",,,99.32964,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2012-12","Dec-2012","IDX","Index","0","Units",,,99.4912,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-01","Jan-2013","IDX","Index","0","Units",,,99.78885,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-02","Feb-2013","IDX","Index","0","Units",,,99.94047,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-03","Mar-2013","IDX","Index","0","Units",,,99.80841,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-04","Apr-2013","IDX","Index","0","Units",,,99.60323,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-05","May-2013","IDX","Index","0","Units",,,99.57677,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-06","Jun-2013","IDX","Index","0","Units",,,99.78851,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-07","Jul-2013","IDX","Index","0","Units",,,100.0901,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-08","Aug-2013","IDX","Index","0","Units",,,100.3528,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-09","Sep-2013","IDX","Index","0","Units",,,100.4788,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-10","Oct-2013","IDX","Index","0","Units",,,100.5156,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-11","Nov-2013","IDX","Index","0","Units",,,100.4875,,
"BSCICP03","OECD Standardised BCI, Amplitude adjusted (Long term average=100), sa","USA","United States","M","Monthly","2013-12","Dec-2013","IDX","Index","0","Units",,,100.3592,,
