"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1981-04","Apr-1981","IDX","Index","0","Units",,,99.67329,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1981-05","May-1981","IDX","Index","0","Units",,,99.60939,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1981-06","Jun-1981","IDX","Index","0","Units",,,99.51486,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1981-07","Jul-1981","IDX","Index","0","Units",,,99.40533,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1981-08","Aug-1981","IDX","Index","0","Units",,,99.28764,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1981-09","Sep-1981","IDX","Index","0","Units",,,99.16086,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1981-10","Oct-1981","IDX","Index","0","Units",,,99.03314,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1981-11","Nov-1981","IDX","Index","0","Units",,,98.90947,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1981-12","Dec-1981","IDX","Index","0","Units",,,98.78955,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1982-01","Jan-1982","IDX","Index","0","Units",,,98.6608,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1982-02","Feb-1982","IDX","Index","0","Units",,,98.50321,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1982-03","Mar-1982","IDX","Index","0","Units",,,98.33006,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1982-04","Apr-1982","IDX","Index","0","Units",,,98.15909,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1982-05","May-1982","IDX","Index","0","Units",,,98.0079,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1982-06","Jun-1982","IDX","Index","0","Units",,,97.88796,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1982-07","Jul-1982","IDX","Index","0","Units",,,97.81741,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1982-08","Aug-1982","IDX","Index","0","Units",,,97.81528,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1982-09","Sep-1982","IDX","Index","0","Units",,,97.89194,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1982-10","Oct-1982","IDX","Index","0","Units",,,98.04138,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1982-11","Nov-1982","IDX","Index","0","Units",,,98.25102,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1982-12","Dec-1982","IDX","Index","0","Units",,,98.51031,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1983-01","Jan-1983","IDX","Index","0","Units",,,98.80119,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1983-02","Feb-1983","IDX","Index","0","Units",,,99.0974,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1983-03","Mar-1983","IDX","Index","0","Units",,,99.39736,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1983-04","Apr-1983","IDX","Index","0","Units",,,99.68587,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1983-05","May-1983","IDX","Index","0","Units",,,99.94809,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1983-06","Jun-1983","IDX","Index","0","Units",,,100.1811,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1983-07","Jul-1983","IDX","Index","0","Units",,,100.3789,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1983-08","Aug-1983","IDX","Index","0","Units",,,100.5442,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1983-09","Sep-1983","IDX","Index","0","Units",,,100.6847,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1983-10","Oct-1983","IDX","Index","0","Units",,,100.8015,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1983-11","Nov-1983","IDX","Index","0","Units",,,100.8899,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1983-12","Dec-1983","IDX","Index","0","Units",,,100.945,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1984-01","Jan-1984","IDX","Index","0","Units",,,100.9586,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1984-02","Feb-1984","IDX","Index","0","Units",,,100.9204,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1984-03","Mar-1984","IDX","Index","0","Units",,,100.8377,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1984-04","Apr-1984","IDX","Index","0","Units",,,100.7232,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1984-05","May-1984","IDX","Index","0","Units",,,100.5917,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1984-06","Jun-1984","IDX","Index","0","Units",,,100.4508,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1984-07","Jul-1984","IDX","Index","0","Units",,,100.3216,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1984-08","Aug-1984","IDX","Index","0","Units",,,100.2131,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1984-09","Sep-1984","IDX","Index","0","Units",,,100.1275,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1984-10","Oct-1984","IDX","Index","0","Units",,,100.072,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1984-11","Nov-1984","IDX","Index","0","Units",,,100.0514,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1984-12","Dec-1984","IDX","Index","0","Units",,,100.0636,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1985-01","Jan-1985","IDX","Index","0","Units",,,100.0938,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1985-02","Feb-1985","IDX","Index","0","Units",,,100.105,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1985-03","Mar-1985","IDX","Index","0","Units",,,100.1057,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1985-04","Apr-1985","IDX","Index","0","Units",,,100.0951,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1985-05","May-1985","IDX","Index","0","Units",,,100.0707,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1985-06","Jun-1985","IDX","Index","0","Units",,,100.0288,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1985-07","Jul-1985","IDX","Index","0","Units",,,99.9678,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1985-08","Aug-1985","IDX","Index","0","Units",,,99.90532,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1985-09","Sep-1985","IDX","Index","0","Units",,,99.8525,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1985-10","Oct-1985","IDX","Index","0","Units",,,99.81696,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1985-11","Nov-1985","IDX","Index","0","Units",,,99.79774,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1985-12","Dec-1985","IDX","Index","0","Units",,,99.79104,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1986-01","Jan-1986","IDX","Index","0","Units",,,99.79,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1986-02","Feb-1986","IDX","Index","0","Units",,,99.78445,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1986-03","Mar-1986","IDX","Index","0","Units",,,99.7754,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1986-04","Apr-1986","IDX","Index","0","Units",,,99.76577,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1986-05","May-1986","IDX","Index","0","Units",,,99.75483,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1986-06","Jun-1986","IDX","Index","0","Units",,,99.74625,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1986-07","Jul-1986","IDX","Index","0","Units",,,99.74041,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1986-08","Aug-1986","IDX","Index","0","Units",,,99.74171,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1986-09","Sep-1986","IDX","Index","0","Units",,,99.74968,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1986-10","Oct-1986","IDX","Index","0","Units",,,99.76393,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1986-11","Nov-1986","IDX","Index","0","Units",,,99.7969,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1986-12","Dec-1986","IDX","Index","0","Units",,,99.86199,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1987-01","Jan-1987","IDX","Index","0","Units",,,99.97191,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1987-02","Feb-1987","IDX","Index","0","Units",,,100.1222,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1987-03","Mar-1987","IDX","Index","0","Units",,,100.2917,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1987-04","Apr-1987","IDX","Index","0","Units",,,100.4658,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1987-05","May-1987","IDX","Index","0","Units",,,100.6311,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1987-06","Jun-1987","IDX","Index","0","Units",,,100.7708,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1987-07","Jul-1987","IDX","Index","0","Units",,,100.8628,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1987-08","Aug-1987","IDX","Index","0","Units",,,100.8939,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1987-09","Sep-1987","IDX","Index","0","Units",,,100.8621,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1987-10","Oct-1987","IDX","Index","0","Units",,,100.7801,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1987-11","Nov-1987","IDX","Index","0","Units",,,100.6769,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1987-12","Dec-1987","IDX","Index","0","Units",,,100.591,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1988-01","Jan-1988","IDX","Index","0","Units",,,100.5159,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1988-02","Feb-1988","IDX","Index","0","Units",,,100.4851,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1988-03","Mar-1988","IDX","Index","0","Units",,,100.4931,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1988-04","Apr-1988","IDX","Index","0","Units",,,100.5392,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1988-05","May-1988","IDX","Index","0","Units",,,100.6105,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1988-06","Jun-1988","IDX","Index","0","Units",,,100.6904,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1988-07","Jul-1988","IDX","Index","0","Units",,,100.7595,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1988-08","Aug-1988","IDX","Index","0","Units",,,100.8144,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1988-09","Sep-1988","IDX","Index","0","Units",,,100.8509,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1988-10","Oct-1988","IDX","Index","0","Units",,,100.8751,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1988-11","Nov-1988","IDX","Index","0","Units",,,100.89,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1988-12","Dec-1988","IDX","Index","0","Units",,,100.8913,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1989-01","Jan-1989","IDX","Index","0","Units",,,100.8735,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1989-02","Feb-1989","IDX","Index","0","Units",,,100.8341,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1989-03","Mar-1989","IDX","Index","0","Units",,,100.7772,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1989-04","Apr-1989","IDX","Index","0","Units",,,100.7057,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1989-05","May-1989","IDX","Index","0","Units",,,100.6306,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1989-06","Jun-1989","IDX","Index","0","Units",,,100.5666,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1989-07","Jul-1989","IDX","Index","0","Units",,,100.5196,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1989-08","Aug-1989","IDX","Index","0","Units",,,100.4881,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1989-09","Sep-1989","IDX","Index","0","Units",,,100.4699,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1989-10","Oct-1989","IDX","Index","0","Units",,,100.4621,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1989-11","Nov-1989","IDX","Index","0","Units",,,100.4688,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1989-12","Dec-1989","IDX","Index","0","Units",,,100.4868,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1990-01","Jan-1990","IDX","Index","0","Units",,,100.5058,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1990-02","Feb-1990","IDX","Index","0","Units",,,100.5127,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1990-03","Mar-1990","IDX","Index","0","Units",,,100.5004,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1990-04","Apr-1990","IDX","Index","0","Units",,,100.4524,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1990-05","May-1990","IDX","Index","0","Units",,,100.3601,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1990-06","Jun-1990","IDX","Index","0","Units",,,100.208,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1990-07","Jul-1990","IDX","Index","0","Units",,,99.99295,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1990-08","Aug-1990","IDX","Index","0","Units",,,99.7257,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1990-09","Sep-1990","IDX","Index","0","Units",,,99.44015,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1990-10","Oct-1990","IDX","Index","0","Units",,,99.17104,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1990-11","Nov-1990","IDX","Index","0","Units",,,98.95459,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1990-12","Dec-1990","IDX","Index","0","Units",,,98.82035,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1991-01","Jan-1991","IDX","Index","0","Units",,,98.77164,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1991-02","Feb-1991","IDX","Index","0","Units",,,98.80693,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1991-03","Mar-1991","IDX","Index","0","Units",,,98.9081,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1991-04","Apr-1991","IDX","Index","0","Units",,,99.03762,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1991-05","May-1991","IDX","Index","0","Units",,,99.17069,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1991-06","Jun-1991","IDX","Index","0","Units",,,99.29191,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1991-07","Jul-1991","IDX","Index","0","Units",,,99.38211,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1991-08","Aug-1991","IDX","Index","0","Units",,,99.42271,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1991-09","Sep-1991","IDX","Index","0","Units",,,99.42004,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1991-10","Oct-1991","IDX","Index","0","Units",,,99.38734,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1991-11","Nov-1991","IDX","Index","0","Units",,,99.34373,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1991-12","Dec-1991","IDX","Index","0","Units",,,99.31209,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1992-01","Jan-1992","IDX","Index","0","Units",,,99.30931,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1992-02","Feb-1992","IDX","Index","0","Units",,,99.32511,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1992-03","Mar-1992","IDX","Index","0","Units",,,99.34364,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1992-04","Apr-1992","IDX","Index","0","Units",,,99.34591,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1992-05","May-1992","IDX","Index","0","Units",,,99.31179,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1992-06","Jun-1992","IDX","Index","0","Units",,,99.23454,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1992-07","Jul-1992","IDX","Index","0","Units",,,99.12434,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1992-08","Aug-1992","IDX","Index","0","Units",,,99.00308,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1992-09","Sep-1992","IDX","Index","0","Units",,,98.90096,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1992-10","Oct-1992","IDX","Index","0","Units",,,98.83352,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1992-11","Nov-1992","IDX","Index","0","Units",,,98.80434,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1992-12","Dec-1992","IDX","Index","0","Units",,,98.80331,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1993-01","Jan-1993","IDX","Index","0","Units",,,98.81257,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1993-02","Feb-1993","IDX","Index","0","Units",,,98.82256,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1993-03","Mar-1993","IDX","Index","0","Units",,,98.82785,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1993-04","Apr-1993","IDX","Index","0","Units",,,98.83416,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1993-05","May-1993","IDX","Index","0","Units",,,98.84774,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1993-06","Jun-1993","IDX","Index","0","Units",,,98.88154,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1993-07","Jul-1993","IDX","Index","0","Units",,,98.95097,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1993-08","Aug-1993","IDX","Index","0","Units",,,99.06071,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1993-09","Sep-1993","IDX","Index","0","Units",,,99.20365,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1993-10","Oct-1993","IDX","Index","0","Units",,,99.37451,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1993-11","Nov-1993","IDX","Index","0","Units",,,99.56325,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1993-12","Dec-1993","IDX","Index","0","Units",,,99.76345,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1994-01","Jan-1994","IDX","Index","0","Units",,,99.96202,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1994-02","Feb-1994","IDX","Index","0","Units",,,100.1414,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1994-03","Mar-1994","IDX","Index","0","Units",,,100.3033,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1994-04","Apr-1994","IDX","Index","0","Units",,,100.4457,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1994-05","May-1994","IDX","Index","0","Units",,,100.5681,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1994-06","Jun-1994","IDX","Index","0","Units",,,100.6787,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1994-07","Jul-1994","IDX","Index","0","Units",,,100.7735,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1994-08","Aug-1994","IDX","Index","0","Units",,,100.847,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1994-09","Sep-1994","IDX","Index","0","Units",,,100.8774,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1994-10","Oct-1994","IDX","Index","0","Units",,,100.8521,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1994-11","Nov-1994","IDX","Index","0","Units",,,100.7623,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1994-12","Dec-1994","IDX","Index","0","Units",,,100.604,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1995-01","Jan-1995","IDX","Index","0","Units",,,100.3936,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1995-02","Feb-1995","IDX","Index","0","Units",,,100.1691,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1995-03","Mar-1995","IDX","Index","0","Units",,,99.95571,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1995-04","Apr-1995","IDX","Index","0","Units",,,99.78273,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1995-05","May-1995","IDX","Index","0","Units",,,99.67066,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1995-06","Jun-1995","IDX","Index","0","Units",,,99.61644,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1995-07","Jul-1995","IDX","Index","0","Units",,,99.60629,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1995-08","Aug-1995","IDX","Index","0","Units",,,99.61292,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1995-09","Sep-1995","IDX","Index","0","Units",,,99.6122,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1995-10","Oct-1995","IDX","Index","0","Units",,,99.6039,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1995-11","Nov-1995","IDX","Index","0","Units",,,99.59212,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1995-12","Dec-1995","IDX","Index","0","Units",,,99.58067,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1996-01","Jan-1996","IDX","Index","0","Units",,,99.57519,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1996-02","Feb-1996","IDX","Index","0","Units",,,99.58539,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1996-03","Mar-1996","IDX","Index","0","Units",,,99.61156,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1996-04","Apr-1996","IDX","Index","0","Units",,,99.6503,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1996-05","May-1996","IDX","Index","0","Units",,,99.69353,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1996-06","Jun-1996","IDX","Index","0","Units",,,99.73579,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1996-07","Jul-1996","IDX","Index","0","Units",,,99.77693,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1996-08","Aug-1996","IDX","Index","0","Units",,,99.81841,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1996-09","Sep-1996","IDX","Index","0","Units",,,99.86452,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1996-10","Oct-1996","IDX","Index","0","Units",,,99.91162,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1996-11","Nov-1996","IDX","Index","0","Units",,,99.95579,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1996-12","Dec-1996","IDX","Index","0","Units",,,100.0035,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1997-01","Jan-1997","IDX","Index","0","Units",,,100.0587,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1997-02","Feb-1997","IDX","Index","0","Units",,,100.1235,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1997-03","Mar-1997","IDX","Index","0","Units",,,100.1971,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1997-04","Apr-1997","IDX","Index","0","Units",,,100.2757,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1997-05","May-1997","IDX","Index","0","Units",,,100.354,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1997-06","Jun-1997","IDX","Index","0","Units",,,100.4306,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1997-07","Jul-1997","IDX","Index","0","Units",,,100.4957,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1997-08","Aug-1997","IDX","Index","0","Units",,,100.5355,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1997-09","Sep-1997","IDX","Index","0","Units",,,100.549,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1997-10","Oct-1997","IDX","Index","0","Units",,,100.5265,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1997-11","Nov-1997","IDX","Index","0","Units",,,100.4706,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1997-12","Dec-1997","IDX","Index","0","Units",,,100.3936,,
"LOLITONO","Normalised (CLI)","OECD","OECD - Total","M","Monthly","1998-01","Jan-1998","IDX","Index","0","Units",,,100.3088,,
